	T89-1	T89-2	250-5	250-8	250-13
Potri.015G089700.0	0	0	1	0	0
Potri.015G089800.0	0	0	0	0	0
Potri.015G089900.0	0	0	0	0	0
Potri.015G090000.0	0	0	0	0	0
Potri.015G090100.0	71	81	55	36	88
Potri.015G090200.0	87	100	81	43	102
Potri.015G090300.0	101	124	59	48	113
Potri.015G090400.0	3	3	0	0	0
Potri.015G090500.0	22	36	25	14	37
Potri.015G090600.0	4	5	3	6	9
Potri.015G090700.0	55	74	30	27	74
Potri.015G090800.0	5	9	5	4	9
Potri.015G090900.0	304	398	200	149	288
Potri.015G091000.0	54	59	61	29	66
Potri.015G091100.0	1	1	0	0	0
Potri.015G091200.0	1	0	1	0	0
Potri.015G091300.0	0	1	0	0	0
Potri.015G091400.0	11988	13795	8346	6179	11809
Potri.015G091500.0	7	7	2	5	4
Potri.015G091600.0	0	0	0	0	1
Potri.015G091700.0	21	18	13	6	27
Potri.015G091800.0	155	217	148	88	209
Potri.015G091900.0	0	0	0	0	2
Potri.015G092000.0	116	41	115	57	234
Potri.015G092100.0	262	376	305	203	459
Potri.015G092200.0	25	37	11	14	32
Potri.015G092300.0	0	1	0	0	1
Potri.015G092400.0	59	54	27	16	36
Potri.015G092500.0	5	9	7	6	5
Potri.015G092600.0	0	0	0	0	0
Potri.015G092700.0	204	242	114	81	164
Potri.015G092800.0	873	1115	578	376	702
Potri.015G092900.0	147	103	79	38	93
Potri.015G093000.0	0	0	0	0	0
Potri.015G093100.0	2	6	0	1	1
Potri.015G093200.0	24	29	20	20	39
Potri.015G093300.0	0	0	0	0	0
Potri.015G093400.0	0	0	0	0	0
Potri.015G093500.0	89	93	43	42	107
Potri.015G093600.0	16	5	22	11	36
Potri.015G093700.0	0	0	0	0	0
Potri.015G093800.0	0	0	0	0	0
Potri.015G093900.0	0	0	0	0	0
Potri.015G094000.0	160	230	116	91	173
Potri.015G094100.0	136	195	153	90	201
Potri.015G094200.0	160	157	88	64	130
Potri.015G094300.0	49	59	43	26	56
Potri.015G094400.0	175	157	97	80	150
Potri.015G094500.0	43	52	38	35	48
Potri.015G094600.0	143	181	72	65	146
Potri.015G094700.0	170	178	191	154	347
Potri.015G094800.0	453	536	260	243	506
Potri.015G094900.0	0	1	0	0	1
Potri.015G095000.0	59	62	30	23	60
Potri.015G095100.0	42	46	22	22	49
Potri.015G095200.0	14	23	4	4	18
Potri.015G095300.0	0	0	0	0	0
Potri.015G095400.0	72	105	68	31	95
Potri.015G095500.0	284	345	223	132	334
Potri.015G095600.0	0	0	0	0	0
Potri.015G095700.0	38	18	17	12	32
Potri.015G095800.0	0	0	0	0	0
Potri.015G095900.0	2	7	1	3	2
Potri.015G096000.0	36	65	23	17	51
Potri.015G096100.0	77	74	39	29	64
Potri.015G096200.0	16	30	26	19	26
Potri.015G096300.0	191	226	168	98	258
Potri.015G096400.0	5	5	1	4	7
Potri.015G096500.0	7	6	6	9	29
Potri.015G096600.0	0	0	0	0	0
Potri.015G096700.0	9	12	6	1	11
Potri.015G096800.0	3	2	2	2	5
Potri.015G096900.0	846	1319	544	444	863
Potri.015G097000.0	182	255	104	105	232
Potri.015G097100.0	0	0	0	0	0
Potri.015G097200.0	140	170	92	50	127
Potri.015G097300.0	57	64	39	29	61
Potri.015G097400.0	140	177	77	60	115
Potri.015G097500.0	20	25	12	6	20
Potri.015G097600.0	4	3	1	0	1
Potri.015G097700.0	17	23	12	7	11
Potri.015G097800.0	21	8	6	4	12
Potri.015G097900.0	31	34	20	19	39
Potri.015G098000.0	1	0	0	0	0
Potri.015G098100.0	63	92	47	38	103
Potri.015G098200.0	0	0	0	0	0
Potri.015G098300.0	2	0	0	2	2
Potri.015G098400.0	794	1072	644	421	1323
Potri.015G098500.0	0	0	0	0	0
Potri.015G098600.0	64	64	38	25	48
Potri.015G098700.0	88	79	77	50	107
Potri.015G098800.0	0	0	0	0	1
Potri.015G098900.0	23	25	26	18	27
Potri.015G099000.0	102	130	73	56	127
Potri.015G099100.0	10	7	0	4	6
Potri.015G099200.0	3	3	0	0	2
Potri.015G099300.0	0	0	0	0	0
Potri.015G099400.0	0	1	0	0	0
Potri.015G099500.0	916	1309	389	330	699
Potri.015G099600.0	105	193	89	62	114
Potri.015G099700.0	70	60	60	41	124
Potri.015G099800.0	7	23	1	3	5
Potri.015G099900.0	0	0	0	0	0
Potri.015G100000.0	0	0	0	0	0
Potri.015G100100.0	4	8	9	4	11
Potri.015G100200.0	10	4	3	2	10
Potri.015G100300.0	3	1	0	2	1
Potri.015G100400.0	92	132	73	41	95
Potri.015G100500.0	0	0	0	0	0
Potri.015G100600.0	0	0	1	0	0
Potri.015G100700.0	69	61	47	19	95
Potri.015G100800.0	6	16	6	2	13
Potri.015G100900.0	79	133	69	47	98
Potri.015G101000.0	0	0	0	0	0
Potri.015G101100.0	86	75	59	40	85
Potri.015G101200.0	266	320	156	147	293
Potri.015G101300.0	51	38	31	22	42
Potri.015G101400.0	0	0	0	0	0
Potri.015G101500.0	2	1	0	0	0
Potri.015G101600.0	0	0	0	0	0
Potri.015G101700.0	0	0	0	0	0
Potri.015G101800.0	0	0	0	0	0
Potri.015G101900.0	98	139	52	32	105
Potri.015G102000.0	52	42	14	26	42
Potri.015G102100.0	33	34	4	5	24
Potri.015G102200.0	3	2	0	1	2
Potri.015G102300.0	0	0	0	0	0
Potri.015G102400.0	0	1	0	0	0
Potri.015G102500.0	0	0	0	0	0
Potri.015G102600.0	0	0	0	0	0
Potri.015G102700.0	2	2	0	0	2
Potri.015G102800.0	0	0	0	0	0
Potri.015G102900.0	0	2	0	0	0
Potri.015G103000.0	1	2	1	0	1
Potri.015G103100.0	0	0	0	0	1
Potri.015G103200.0	0	0	0	0	0
Potri.015G103300.0	47	67	27	22	58
Potri.015G103400.0	500	667	352	236	565
Potri.015G103500.0	234	325	201	146	377
Potri.015G103600.0	0	0	0	0	0
Potri.015G103700.0	112	100	69	25	69
Potri.015G103800.0	3	5	3	1	2
Potri.015G103900.0	5	4	4	4	3
Potri.015G104000.0	3	2	2	5	5
Potri.015G104100.0	40	62	34	14	51
Potri.015G104200.0	0	0	5	0	2
Potri.015G104300.0	8	9	11	3	9
Potri.015G104400.0	3	5	2	4	4
Potri.015G104500.0	0	0	0	0	0
Potri.015G104600.0	136	213	109	70	165
Potri.015G104700.0	49	56	31	33	34
Potri.015G104800.0	206	221	110	65	138
Potri.015G104900.0	0	0	0	0	0
Potri.015G105000.0	304	454	226	142	334
Potri.015G105100.0	449	481	417	221	565
Potri.015G105200.0	43	55	32	23	50
Potri.015G105300.0	418	648	373	208	613
Potri.015G105400.0	51	67	46	19	56
Potri.015G105500.0	3	1	2	1	2
Potri.015G105600.0	139	160	82	54	145
Potri.015G105700.0	4	3	1	1	3
Potri.015G105800.0	0	1	0	0	0
Potri.015G105900.0	9	15	2	2	5
Potri.015G106000.0	955	1391	1212	668	1269
Potri.015G106100.0	3	5	4	1	6
Potri.015G106200.0	37	40	20	19	39
Potri.015G106300.0	3	2	4	1	3
Potri.015G106400.0	133	237	89	79	143
Potri.015G106500.0	531	458	295	233	480
Potri.015G106600.0	22	20	10	4	17
Potri.015G106700.0	92	85	88	76	202
Potri.015G106800.0	0	0	0	0	0
Potri.015G106900.0	0	0	0	0	0
Potri.015G107000.0	25	30	26	7	35
Potri.015G107100.0	6	7	4	3	8
Potri.015G107200.0	1	1	1	0	0
Potri.015G107300.0	0	0	0	0	1
Potri.015G107400.0	0	0	0	0	0
Potri.015G107500.0	0	0	0	0	0
Potri.015G107600.0	2	3	0	0	3
Potri.015G107700.0	1	1	1	0	0
Potri.015G107800.0	0	1	0	0	0
Potri.015G107900.0	0	0	0	0	0
Potri.015G108000.0	2	1	3	0	0
Potri.015G108100.0	9	16	19	4	17
Potri.015G108200.0	4	2	3	0	0
Potri.015G108300.0	100	106	61	30	79
Potri.015G108400.0	13	31	17	3	19
Potri.015G108500.0	0	0	0	0	0
Potri.015G108600.0	34	59	51	22	69
Potri.015G108700.0	0	2	2	0	1
Potri.015G108800.0	0	1	0	2	1
Potri.015G108900.0	40	76	33	28	53
Potri.015G109000.0	0	0	0	0	0
Potri.015G109100.0	0	0	0	0	0
Potri.015G109200.0	1412	2079	981	725	1298
Potri.015G109300.0	905	1019	623	424	774
Potri.015G109400.0	4	4	1	3	14
Potri.015G109500.0	50	64	27	32	96
Potri.015G109600.0	61	69	7	11	18
Potri.015G109700.0	13	48	11	10	33
Potri.015G109800.0	36	148	42	31	98
Potri.015G109900.0	0	0	0	0	0
Potri.015G110000.0	12	6	10	3	15
Potri.015G110100.0	122	141	89	52	137
Potri.015G110200.0	0	0	0	0	0
Potri.015G110300.0	2	4	0	0	3
Potri.015G110400.0	19	5	3	5	10
Potri.015G110500.0	1	1	2	2	3
Potri.015G110600.0	0	0	0	0	0
Potri.015G110700.0	0	0	0	0	0
Potri.015G110800.0	102	99	82	49	151
Potri.015G110900.0	42	60	26	12	37
Potri.015G111000.0	75	29	70	30	68
Potri.015G111100.0	1	0	0	1	2
Potri.015G111200.0	289	422	265	170	354
Potri.015G111300.0	1	1	0	0	0
Potri.015G111400.0	1	0	0	1	0
Potri.015G111500.0	231	222	96	98	195
Potri.015G111600.0	5	7	1	4	4
Potri.015G111700.0	2	2	1	1	1
Potri.015G111800.0	12	22	19	26	100
Potri.015G111900.0	0	0	0	0	0
Potri.015G112000.0	0	0	0	2	0
Potri.015G112100.0	0	0	0	0	0
Potri.015G112200.0	0	0	0	0	0
Potri.015G112300.0	21	20	10	7	5
Potri.015G112400.0	0	0	0	0	0
Potri.015G112500.0	49	49	33	28	56
Potri.015G112600.0	1	0	0	1	0
Potri.015G112700.0	306	332	180	106	301
Potri.015G112800.0	0	0	0	0	0
Potri.015G112900.0	503	438	302	208	372
Potri.015G113000.0	781	981	472	344	755
Potri.015G113100.0	0	0	0	0	0
Potri.015G113200.0	98	142	49	34	100
Potri.015G113300.0	0	0	0	0	0
Potri.015G113400.0	0	0	0	0	1
Potri.015G113500.0	0	0	0	0	0
Potri.015G113600.0	0	0	0	0	0
Potri.015G113700.0	0	0	0	0	1
Potri.015G113800.0	0	1	1	0	0
Potri.015G113900.0	0	0	0	0	0
Potri.015G114000.0	0	0	0	0	0
Potri.015G114100.0	0	0	0	0	0
Potri.015G114200.0	0	0	0	0	0
Potri.015G114300.0	0	0	0	0	0
Potri.015G114400.0	0	0	0	0	0
Potri.015G114500.0	2	1	0	0	1
Potri.015G114600.0	22	24	33	2	18
Potri.015G114700.0	0	0	0	0	0
Potri.015G114800.0	1	0	0	0	1
Potri.015G114900.0	0	0	0	0	0
Potri.015G115000.0	0	0	0	0	0
Potri.015G115100.0	0	0	0	0	0
Potri.015G115200.0	0	0	0	0	0
Potri.015G115300.0	3	1	0	0	0
Potri.015G115400.0	0	0	0	0	0
Potri.015G115500.0	116	75	16	24	57
Potri.015G115600.0	0	3	1	1	0
Potri.015G115700.0	0	0	0	0	0
Potri.015G115800.0	0	0	0	0	0
Potri.015G115900.0	0	0	0	0	1
Potri.015G116000.0	0	0	0	0	0
Potri.015G116100.0	0	0	1	0	2
Potri.015G116200.0	2	5	1	1	3
Potri.015G116300.0	1	5	3	1	2
Potri.015G116400.0	0	0	0	0	0
Potri.015G116500.0	0	0	0	1	0
Potri.015G116600.0	0	0	0	0	2
Potri.015G116700.0	17	18	7	5	10
Potri.015G116800.0	19	14	1	2	4
Potri.015G116900.0	0	0	0	0	0
Potri.015G117000.0	0	0	0	0	0
Potri.015G117100.0	1	1	0	0	0
Potri.015G117200.0	91	152	83	58	134
Potri.015G117300.0	5	2	0	1	3
Potri.015G117400.0	5	15	6	5	7
Potri.015G117500.0	40	61	17	8	39
Potri.015G117600.0	336	499	282	169	505
Potri.015G117700.0	0	0	0	0	0
Potri.015G117800.0	14	17	4	6	19
Potri.015G117900.0	0	0	0	0	0
Potri.015G118000.0	244	326	148	98	189
Potri.015G118100.0	2	3	0	0	1
Potri.015G118200.0	6	5	5	3	5
Potri.015G118300.0	736	909	422	363	781
Potri.015G118400.0	0	0	0	0	0
Potri.015G118500.0	18	23	10	5	18
Potri.015G118600.0	7	18	11	4	13
Potri.015G118700.0	0	0	0	0	1
Potri.015G118800.0	0	0	0	0	0
Potri.015G118900.0	1	0	1	2	4
Potri.015G119000.0	3	0	0	1	1
Potri.015G119100.0	2	3	3	3	9
Potri.015G119200.0	1	1	0	0	1
Potri.015G119300.0	3	3	3	0	5
Potri.015G119400.0	1	3	2	2	5
Potri.015G119500.0	0	0	0	0	0
Potri.015G119600.0	0	2	3	2	3
Potri.015G119700.0	3	4	9	10	15
Potri.015G119800.0	3	2	2	1	3
Potri.015G119900.0	1	0	0	1	3
Potri.015G120000.0	2	0	0	0	0
Potri.015G120100.0	0	1	0	0	1
Potri.015G120200.0	6	12	3	1	0
Potri.015G120300.0	1	0	0	0	0
Potri.015G120400.0	21	17	16	8	17
Potri.015G120500.0	0	0	0	0	0
Potri.015G120600.0	0	0	0	0	0
Potri.015G120700.0	0	0	0	0	0
Potri.015G120800.0	0	0	0	0	0
Potri.015G120900.0	4	6	6	3	28
Potri.015G121000.0	345	492	244	154	344
Potri.015G121100.0	11	6	3	1	10
Potri.015G121200.0	0	0	0	0	0
Potri.015G121300.0	8	9	1	0	2
Potri.015G121400.0	78	87	77	44	105
Potri.015G121500.0	5	3	2	5	4
Potri.015G121600.0	310	369	187	142	355
Potri.015G121700.0	2	2	3	3	8
Potri.015G121800.0	0	1	0	0	3
Potri.015G121900.0	1	0	0	0	0
Potri.015G122000.0	0	0	0	0	3
Potri.015G122100.0	33	58	27	25	43
Potri.015G122200.0	136	130	67	53	82
Potri.015G122300.0	40	43	15	10	22
Potri.015G122400.0	583	639	309	240	509
Potri.015G122500.0	1518	1871	904	964	1759
Potri.015G122600.0	6	12	5	5	15
Potri.015G122700.0	53	37	35	28	44
Potri.015G122800.0	25	35	8	12	31
Potri.015G122900.0	5	2	0	1	1
Potri.015G123000.0	0	0	0	0	0
Potri.015G123100.0	0	1	0	1	7
Potri.015G123200.0	2	4	3	3	7
Potri.015G123300.0	0	0	0	0	0
Potri.015G123400.0	1	1	1	0	2
Potri.015G123500.0	8	16	2	5	9
Potri.015G123600.0	6	17	7	6	18
Potri.015G123700.0	1	2	1	1	1
Potri.015G123800.0	0	0	0	0	0
Potri.015G123900.0	33	57	18	13	32
Potri.015G124000.0	0	0	0	0	0
Potri.015G124100.0	0	0	0	0	0
Potri.015G124200.0	7	5	3	1	6
Potri.015G124300.0	0	0	0	0	0
Potri.015G124400.0	0	0	0	0	0
Potri.015G124500.0	73	123	42	32	86
Potri.015G124600.0	0	0	0	0	0
Potri.015G124700.0	15	23	11	12	18
Potri.015G124800.0	701	734	530	283	678
Potri.015G124900.0	1	0	0	2	1
Potri.015G125000.0	1	1	0	0	1
Potri.015G125100.0	217	275	158	94	175
Potri.015G125200.0	0	0	0	0	0
Potri.015G125300.0	0	0	0	0	0
Potri.015G125400.0	425	506	297	216	333
Potri.015G125500.0	0	0	0	0	0
Potri.015G125600.0	223	322	156	106	230
Potri.015G125700.0	1	1	0	1	5
Potri.015G125800.0	0	0	1	0	1
Potri.015G125900.0	2	3	2	0	7
Potri.015G126000.0	0	0	1	1	1
Potri.015G126100.0	0	0	0	0	1
Potri.015G126200.0	0	0	0	0	0
Potri.015G126300.0	48	48	29	19	34
Potri.015G126400.0	2	6	4	1	9
Potri.015G126500.0	167	258	115	111	215
Potri.015G126600.0	0	0	0	0	0
Potri.015G126700.0	0	0	0	0	0
Potri.015G126800.0	339	230	202	184	305
Potri.015G126900.0	12	16	5	0	3
Potri.015G127000.0	0	0	0	0	0
Potri.015G127100.0	4	16	2	3	1
Potri.015G127200.0	13	6	13	0	5
Potri.015G127300.0	13	11	6	8	4
Potri.015G127400.0	17	28	8	6	15
Potri.015G127500.0	0	0	0	0	0
Potri.015G127600.0	0	0	0	1	0
Potri.015G127700.0	0	0	0	0	0
Potri.015G127800.0	12	27	9	5	7
Potri.015G127900.0	3	21	12	4	6
Potri.015G128000.0	0	0	0	0	0
Potri.015G128100.0	0	0	1	0	0
Potri.015G128200.0	0	0	0	0	0
Potri.015G128300.0	1	0	1	0	1
Potri.015G128400.0	0	0	0	0	0
Potri.015G128500.0	2	4	2	5	5
Potri.015G128600.0	501	603	345	195	452
Potri.015G128700.0	183	254	354	245	552
Potri.015G128800.0	6	3	2	2	1
Potri.015G128900.0	0	0	0	0	0
Potri.015G129000.0	107	125	58	68	152
Potri.015G129100.0	48	115	7	9	31
Potri.015G129200.0	5	10	8	7	22
Potri.015G129300.0	133	179	116	74	157
Potri.015G129400.0	13863	16253	6801	5100	8546
Potri.015G129500.0	5	4	2	2	4
Potri.015G129600.0	55	34	22	15	54
Potri.015G129700.0	209	248	84	45	145
Potri.015G129800.0	519	494	249	216	439
Potri.015G129900.0	16	11	2	2	16
Potri.015G130000.0	477	484	352	227	507
Potri.015G130100.0	29	36	15	14	19
Potri.015G130200.0	0	0	0	0	0
Potri.015G130300.0	0	0	0	0	0
Potri.015G130400.0	0	0	0	0	1
Potri.015G130500.0	0	0	0	0	0
Potri.015G130600.0	211	296	161	119	185
Potri.015G130700.0	77	98	62	42	83
Potri.015G130800.0	78	160	74	57	106
Potri.015G130900.0	29	21	15	6	24
Potri.015G131000.0	0	0	1	0	0
Potri.015G131100.0	2439	2732	2684	2434	5196
Potri.015G131200.0	124	85	46	49	109
Potri.015G131300.0	8	6	3	3	7
Potri.015G131400.0	24	21	10	6	21
Potri.015G131500.0	0	0	0	0	0
Potri.015G131600.0	79	142	85	50	126
Potri.015G131700.0	50	48	16	22	42
Potri.015G131800.0	286	324	118	92	224
Potri.015G131900.0	0	0	0	0	0
Potri.015G132000.0	6	17	4	6	11
Potri.015G132100.0	44	51	37	18	52
Potri.015G132200.0	0	1	1	0	0
Potri.015G132300.0	54	64	28	26	52
Potri.015G132400.0	177	320	151	124	237
Potri.015G132500.0	13	34	11	14	26
Potri.015G132600.0	16	19	81	85	124
Potri.015G132700.0	634	924	579	335	747
Potri.015G132800.0	0	0	0	0	0
Potri.015G132900.0	2	7	10	1	6
Potri.015G133000.0	1	1	0	0	0
Potri.015G133100.0	1	1	3	1	0
Potri.015G133200.0	0	0	0	0	0
Potri.015G133300.0	0	0	0	0	0
Potri.015G133400.0	61	61	47	42	76
Potri.015G133500.0	0	0	0	0	0
Potri.015G133600.0	0	0	0	0	0
Potri.015G133700.0	0	0	0	0	0
Potri.015G133800.0	2	3	5	0	2
Potri.015G133900.0	0	2	0	0	0
Potri.015G134000.0	0	0	0	0	0
Potri.015G134100.0	63	50	35	28	63
Potri.015G134200.0	0	0	1	0	1
Potri.015G134300.0	0	0	0	0	0
Potri.015G134400.0	0	0	0	0	0
Potri.015G134500.0	0	0	0	0	0
Potri.015G134600.0	404	277	48	25	48
Potri.015G134700.0	40	40	18	7	29
Potri.015G134800.0	0	0	2	0	0
Potri.015G134900.0	134	184	68	70	123
Potri.015G135000.0	41	49	18	19	36
Potri.015G135100.0	14	18	7	6	7
Potri.015G135200.0	0	4	1	0	1
Potri.015G135300.0	40	69	35	27	65
Potri.015G135400.0	9	13	5	0	2
Potri.015G135500.0	2437	3299	2287	1530	2724
Potri.015G135600.0	4	2	2	0	1
Potri.015G135700.0	0	0	0	0	0
Potri.015G135800.0	256	291	273	165	392
Potri.015G135900.0	0	0	0	0	0
Potri.015G136000.0	0	0	0	0	0
Potri.015G136100.0	0	0	1	1	0
Potri.015G136200.0	0	0	0	0	0
Potri.015G136300.0	0	0	0	0	0
Potri.015G136400.0	0	0	0	0	0
Potri.015G136500.0	4	3	2	2	3
Potri.015G136600.0	68	79	45	28	93
Potri.015G136700.0	9	15	16	5	15
Potri.015G136800.0	3	7	6	1	6
Potri.015G136900.0	194	204	120	93	187
Potri.015G137000.0	79	72	37	32	62
Potri.015G137100.0	1	0	2	0	0
Potri.015G137200.0	144	159	93	73	168
Potri.015G137300.0	2	1	1	0	1
Potri.015G137400.0	19	15	2	6	5
Potri.015G137500.0	0	0	0	0	0
Potri.015G137600.0	12	9	13	4	11
Potri.015G137700.0	0	0	0	0	0
Potri.015G137800.0	59	89	67	42	119
Potri.015G137900.0	174	369	213	120	252
Potri.015G138000.0	1	0	0	0	0
Potri.015G138100.0	35	40	20	12	25
Potri.015G138200.0	1	1	3	1	4
Potri.015G138300.0	0	0	0	0	0
Potri.015G138400.0	10	16	10	6	29
Potri.015G138500.0	480	572	459	288	683
Potri.015G138600.0	75	61	56	25	63
Potri.015G138700.0	1	16	5	8	11
Potri.015G138800.0	127	120	102	67	149
Potri.015G138900.0	12	26	6	7	9
Potri.015G139000.0	0	0	0	0	0
Potri.015G139100.0	0	0	0	0	0
Potri.015G139200.0	0	0	0	0	0
Potri.015G139300.0	1	5	5	1	7
Potri.015G139400.0	2	5	3	2	2
Potri.015G139500.0	5	6	3	3	2
Potri.015G139600.0	0	0	0	0	0
Potri.015G139700.0	17	21	13	6	18
Potri.015G139800.0	1135	1556	723	648	1276
Potri.015G139900.0	0	0	0	0	0
Potri.015G140000.0	0	5	1	2	1
Potri.015G140100.0	32	33	27	27	60
Potri.015G140200.0	1	0	0	0	2
Potri.015G140300.0	17	31	12	12	18
Potri.015G140400.0	54	71	45	30	51
Potri.015G140500.0	205	182	121	75	178
Potri.015G140600.0	1	1	1	0	3
Potri.015G140700.0	0	0	1	0	1
Potri.015G140800.0	3	5	11	10	20
Potri.015G140900.0	264	308	203	116	307
Potri.015G141000.0	2	0	0	0	1
Potri.015G141100.0	24	27	30	16	42
Potri.015G141200.0	6	9	9	3	6
Potri.015G141300.0	0	0	0	0	0
Potri.015G141400.0	1246	1379	851	476	1178
Potri.015G141500.0	7	12	6	4	9
Potri.015G141600.0	2	3	2	1	2
Potri.015G141700.0	2	19	4	3	8
Potri.015G141800.0	0	0	2	0	0
Potri.015G141900.0	453	384	281	193	408
Potri.015G142000.0	3115	3906	2138	1212	3238
Potri.015G142100.0	9	15	11	9	23
Potri.015G142200.0	41	50	28	20	36
Potri.015G142300.0	0	0	0	0	0
Potri.015G142400.0	0	0	0	0	0
Potri.015G142500.0	48	52	29	27	56
Potri.015G142600.0	156	147	78	74	124
Potri.015G142700.0	42	38	25	17	37
Potri.015G142800.0	14	21	15	8	26
Potri.015G142900.0	30	41	26	10	52
Potri.015G143000.0	39	49	36	24	55
Potri.015G143100.0	0	4	3	2	5
Potri.015G143200.0	0	0	0	0	0
Potri.015G143300.0	100	83	59	38	98
Potri.015G143400.0	0	0	0	0	0
Potri.015G143500.0	5	0	1	0	2
Potri.015G143600.0	863	836	141	96	207
Potri.015G143700.0	29	44	25	16	22
Potri.015G143800.0	353	464	417	299	663
Potri.015G143900.0	0	1	2	2	5
Potri.015G144000.0	0	0	0	0	0
Potri.015G144100.0	19	33	14	18	27
Potri.015G144200.0	426	258	95	141	207
Potri.015G144300.0	15	19	4	8	6
Potri.015G144400.0	90	196	123	65	174
Potri.015G144500.0	0	0	0	0	1
Potri.015G144600.0	24	15	9	5	19
Potri.015G144700.0	342	410	109	98	176
Potri.015G144800.0	1	0	0	0	1
Potri.015G144900.0	33	35	27	17	35
Potri.015G145000.0	1	1	1	1	1
Potri.015G145100.0	0	0	0	0	0
Potri.015G145200.0	0	0	0	0	0
Potri.015G145300.0	40	38	14	14	32
Potri.015G145400.0	35	50	42	24	45
Potri.015G145500.0	0	1	0	0	0
Potri.015G145600.0	51	67	40	23	40
Potri.015G145700.0	172	152	138	90	166
Potri.015G145800.0	260	279	119	130	259
Potri.015G145900.0	4	6	4	3	9
Potri.015G146000.0	5	18	10	4	12
Potri.015G146100.0	18	26	12	9	18
Potri.015G146200.0	0	0	1	0	0
Potri.015G146300.0	116	120	74	43	106
Potri.015G146400.0	11	11	17	18	28
Potri.015G146500.0	30	39	21	21	25
Potri.015G146600.0	8	11	13	8	20
Potri.015G146700.0	176	258	154	100	229
Potri.015G146800.0	0	0	0	0	0
Potri.015G146900.0	31	33	36	14	26
Potri.015G147000.0	93	120	51	34	95
Potri.015G147100.0	60	68	42	41	72
Potri.015G147200.0	108	155	107	63	142
Potri.015G147300.0	15	10	40	9	25
Potri.015G147400.0	44	51	17	6	13
Potri.015G147500.0	163	105	72	50	113
Potri.015G147600.0	3	1	0	2	0
Potri.015G147700.0	17	16	4	4	13
Potri.015G147800.0	0	1	0	0	0
Potri.015G147900.0	5	4	2	1	4
Potri.015G148000.0	0	0	0	0	0
Potri.015G148100.0	0	0	0	0	0
Potri.015G148200.0	0	1	0	1	2
Potri.015G148300.0	163	202	106	75	174
Potri.015G148400.0	1	1	0	0	2
Potri.015G148500.0	0	0	0	0	0
Potri.016G000100.0	76	85	50	35	92
Potri.016G000200.0	175	231	146	95	251
Potri.016G000300.0	20	20	15	8	12
Potri.016G000400.0	228	298	116	94	183
Potri.016G000500.0	11	8	6	1	12
Potri.016G000600.0	17	56	37	34	46
Potri.016G000700.0	11	26	2	4	5
Potri.016G000800.0	12	12	3	1	6
Potri.016G000900.0	18	15	9	8	9
Potri.016G001000.0	376	545	254	197	376
Potri.016G001100.0	323	419	297	196	463
Potri.016G001200.0	251	272	137	123	227
Potri.016G001300.0	144	180	109	56	126
Potri.016G001400.0	7	13	12	2	16
Potri.016G001500.0	1	4	3	3	3
Potri.016G001600.0	50	55	19	16	23
Potri.016G001700.0	274	419	297	196	340
Potri.016G001800.0	32	49	31	26	39
Potri.016G001900.0	5	4	2	1	6
Potri.016G002000.0	0	0	0	0	0
Potri.016G002100.0	341	482	367	182	398
Potri.016G002200.0	74	118	74	68	92
Potri.016G002300.0	0	0	0	0	0
Potri.016G002400.0	55	34	27	16	48
Potri.016G002500.0	0	0	0	0	0
Potri.016G002600.0	0	1	0	0	0
Potri.016G002700.0	181	179	142	63	177
Potri.016G002800.0	313	353	240	170	334
Potri.016G002900.0	6	9	3	5	14
Potri.016G003000.0	0	0	0	0	0
Potri.016G003100.0	0	0	0	0	0
Potri.016G003200.0	28	35	25	19	31
Potri.016G003300.0	0	0	0	0	0
Potri.016G003400.0	64	56	33	13	28
Potri.016G003500.0	109	191	71	63	136
Potri.016G003600.0	29	56	18	12	40
Potri.016G003700.0	56	69	40	21	61
Potri.016G003800.0	25	30	23	13	26
Potri.016G003900.0	35	45	19	13	28
Potri.016G004000.0	0	0	0	0	0
Potri.016G004100.0	0	0	1	0	0
Potri.016G004200.0	43	46	20	15	48
Potri.016G004300.0	48	71	44	33	86
Potri.016G004400.0	5	2	3	2	4
Potri.016G004500.0	4	1	2	2	1
Potri.016G004600.0	0	0	0	0	0
Potri.016G004700.0	0	0	0	0	0
Potri.016G004800.0	1307	2444	1517	1340	3006
Potri.016G004900.0	439	627	468	298	662
Potri.016G005000.0	0	0	0	0	0
Potri.016G005100.0	200	323	240	163	363
Potri.016G005200.0	0	0	0	0	2
Potri.016G005300.0	1	0	0	0	0
Potri.016G005400.0	191	258	174	92	240
Potri.016G005500.0	26	34	20	22	38
Potri.016G005600.0	0	0	0	0	0
Potri.016G005700.0	0	0	0	0	0
Potri.016G005800.0	0	0	0	0	0
Potri.016G005900.0	6	8	2	5	6
Potri.016G006000.0	0	0	0	0	0
Potri.016G006100.0	41	35	28	23	55
Potri.016G006200.0	530	661	395	235	563
Potri.016G006300.0	41	58	24	18	49
Potri.016G006400.0	111	140	56	53	85
Potri.016G006500.0	464	55	43	11	24
Potri.016G006600.0	22	7	25	6	12
Potri.016G006700.0	855	1180	822	440	985
Potri.016G006800.0	69	72	53	30	97
Potri.016G006900.0	1484	1315	1140	666	1634
Potri.016G007000.0	95	81	99	33	103
Potri.016G007100.0	320	314	285	245	504
Potri.016G007200.0	0	0	0	0	0
Potri.016G007300.0	20	19	15	8	20
