	T89-1	T89-2	250-5	250-8	250-13
Potri.001G065800.0	38	54	41	19	57
Potri.001G065900.0	17	14	7	5	13
Potri.001G066000.0	10	24	25	12	112
Potri.001G066100.0	7	8	8	0	7
Potri.001G066200.0	121	200	119	71	195
Potri.001G066300.0	0	0	0	0	0
Potri.001G066400.0	36	31	59	46	133
Potri.001G066500.0	7	6	5	2	8
Potri.001G066600.0	3	0	0	1	0
Potri.001G066700.0	6	3	1	0	1
Potri.001G066800.0	305	370	207	144	289
Potri.001G066900.0	57	86	47	27	113
Potri.001G067000.0	0	0	0	0	0
Potri.001G067100.0	0	0	0	0	0
Potri.001G067200.0	0	0	0	0	0
Potri.001G067300.0	146	178	153	82	207
Potri.001G067400.0	106	151	76	62	127
Potri.001G067500.0	0	2	0	1	1
Potri.001G067600.0	1	2	1	3	2
Potri.001G067700.0	0	0	0	0	0
Potri.001G067800.0	245	226	126	81	219
Potri.001G067900.0	935	1135	609	412	812
Potri.001G068000.0	145	156	92	81	143
Potri.001G068100.0	4620	6723	2848	2133	4281
Potri.001G068200.0	1347	1830	973	527	1132
Potri.001G068300.0	21	23	23	8	22
Potri.001G068400.0	38	47	17	10	21
Potri.001G068500.0	14	16	11	10	19
Potri.001G068600.0	0	1	5	1	3
Potri.001G068700.0	125	201	122	104	224
Potri.001G068800.0	48	60	26	14	28
Potri.001G068900.0	232	375	209	123	262
Potri.001G069000.0	0	0	2	0	1
Potri.001G069100.0	229	199	119	138	214
Potri.001G069200.0	0	0	0	0	0
Potri.001G069300.0	0	0	0	0	0
Potri.001G069400.0	0	5	1	0	5
Potri.001G069500.0	17	24	12	9	13
Potri.001G069600.0	0	0	0	0	0
Potri.001G069700.0	0	0	0	0	0
Potri.001G069800.0	0	0	0	0	0
Potri.001G069900.0	0	0	0	0	0
Potri.001G070000.0	0	0	0	0	0
Potri.001G070100.0	14	21	9	10	14
Potri.001G070200.0	19	28	13	4	16
Potri.001G070300.0	95	113	36	16	40
Potri.001G070400.0	40	38	22	14	44
Potri.001G070500.0	0	16	9	1	11
Potri.001G070600.0	1	1	0	0	0
Potri.001G070700.0	2	2	3	2	0
Potri.001G070800.0	51	73	41	29	59
Potri.001G070900.0	26	20	31	18	84
Potri.001G071000.0	72	129	140	106	184
Potri.001G071100.0	485	488	326	284	473
Potri.001G071200.0	0	0	0	0	0
Potri.001G071300.0	0	0	0	0	0
Potri.001G071400.0	0	0	0	0	0
Potri.001G071500.0	5	6	8	11	9
Potri.001G071600.0	0	0	0	0	0
Potri.001G071700.0	14	9	7	1	14
Potri.001G071800.0	0	0	0	0	0
Potri.001G071900.0	414	541	239	234	435
Potri.001G072000.0	282	347	233	169	382
Potri.001G072100.0	53	51	23	25	54
Potri.001G072200.0	141	163	74	61	119
Potri.001G072300.0	610	925	343	251	463
Potri.001G072400.0	171	241	172	80	166
Potri.001G072500.0	75	148	45	23	49
Potri.001G072600.0	207	249	114	119	209
Potri.001G072700.0	24	34	12	13	33
Potri.001G072800.0	125	118	67	41	116
Potri.001G072900.0	0	0	0	0	0
Potri.001G073000.0	1	3	4	6	5
Potri.001G073100.0	27	28	62	29	68
Potri.001G073200.0	0	0	0	0	0
Potri.001G073300.0	58	55	42	30	68
Potri.001G073400.0	355	480	235	177	395
Potri.001G073500.0	42	40	22	34	40
Potri.001G073600.0	3	10	0	2	4
Potri.001G073700.0	36	25	12	6	37
Potri.001G073800.0	75	111	64	44	98
Potri.001G073900.0	1052	1303	745	481	1199
Potri.001G074000.0	10	2	5	4	8
Potri.001G074100.0	21	4	10	7	25
Potri.001G074200.0	41	34	22	17	30
Potri.001G074300.0	1	6	1	4	4
Potri.001G074400.0	33	47	24	25	33
Potri.001G074500.0	0	0	0	0	0
Potri.001G074600.0	141	202	34	65	100
Potri.001G074700.0	0	1	2	0	0
Potri.001G074800.0	3	4	4	1	12
Potri.001G074900.0	221	280	91	102	203
Potri.001G075000.0	197	275	132	134	225
Potri.001G075100.0	0	0	0	0	0
Potri.001G075200.0	0	0	0	0	0
Potri.001G075300.0	8	19	6	2	11
Potri.001G075400.0	0	1	0	0	0
Potri.001G075500.0	17	14	3	6	10
Potri.001G075600.0	1151	1780	868	472	871
Potri.001G075700.0	64	103	39	20	67
Potri.001G075800.0	1	5	0	5	4
Potri.001G075900.0	13	14	10	4	11
Potri.001G076000.0	0	0	0	0	0
Potri.001G076100.0	8	7	7	3	5
Potri.001G076200.0	2	2	5	7	8
Potri.001G076300.0	0	3	0	0	0
Potri.001G076400.0	279	304	181	176	342
Potri.001G076500.0	10	13	5	19	37
Potri.001G076600.0	0	0	0	0	0
Potri.001G076700.0	0	0	0	0	0
Potri.001G076800.0	0	0	1	1	3
Potri.001G076900.0	0	1	0	0	0
Potri.001G077000.0	8	5	3	4	8
Potri.001G077100.0	72	106	49	40	71
Potri.001G077200.0	0	0	0	0	0
Potri.001G077300.0	0	0	0	0	0
Potri.001G077400.0	33	49	24	18	39
Potri.001G077500.0	0	0	0	0	0
Potri.001G077600.0	948	1184	1330	1332	2462
Potri.001G077700.0	8	10	3	5	5
Potri.001G077800.0	5	13	0	6	14
Potri.001G077900.0	0	0	0	0	0
Potri.001G078000.0	0	0	0	0	0
Potri.001G078100.0	591	613	363	312	644
Potri.001G078200.0	0	0	0	0	0
Potri.001G078300.0	0	0	2	0	1
Potri.001G078400.0	0	8	3	3	4
Potri.001G078500.0	52	69	46	38	59
Potri.001G078600.0	88	96	78	40	121
Potri.001G078700.0	56	73	39	40	59
Potri.001G078800.0	5	5	3	1	4
Potri.001G078900.0	413	598	382	248	489
Potri.001G079000.0	143	278	151	86	257
Potri.001G079100.0	20	21	14	19	30
Potri.001G079200.0	2	5	3	2	0
Potri.001G079300.0	29	42	44	15	54
Potri.001G079400.0	75	98	46	30	64
Potri.001G079500.0	55	85	48	41	77
Potri.001G079600.0	0	0	0	0	0
Potri.001G079700.0	0	0	0	0	0
Potri.001G079800.0	6	8	3	2	3
Potri.001G079900.0	2	2	0	0	2
Potri.001G080000.0	0	0	0	0	0
Potri.001G080100.0	0	0	0	0	1
Potri.001G080200.0	66	78	40	17	85
Potri.001G080300.0	0	0	0	0	0
Potri.001G080400.0	700	952	528	423	742
Potri.001G080500.0	0	0	0	0	0
Potri.001G080600.0	0	0	0	0	0
Potri.001G080700.0	1	0	26	16	39
Potri.001G080800.0	0	0	0	0	0
Potri.001G080900.0	0	0	0	0	0
Potri.001G081000.0	0	0	0	0	0
Potri.001G081100.0	18	8	6	4	7
Potri.001G081200.0	0	0	0	0	0
Potri.001G081300.0	17	28	7	12	6
Potri.001G081400.0	22	16	31	21	34
Potri.001G081500.0	257	247	280	169	377
Potri.001G081600.0	228	295	210	128	287
Potri.001G081700.0	2	3	5	1	1
Potri.001G081800.0	0	0	0	0	0
Potri.001G081900.0	125	164	87	49	158
Potri.001G082000.0	120	130	76	59	135
Potri.001G082100.0	310	370	226	154	361
Potri.001G082200.0	0	0	0	0	1
Potri.001G082300.0	7	7	0	1	4
Potri.001G082400.0	26	65	10	6	12
Potri.001G082500.0	25	30	26	20	34
Potri.001G082600.0	1	1	1	0	4
Potri.001G082700.0	0	0	0	0	0
Potri.001G082800.0	32	31	14	8	29
Potri.001G082900.0	22	11	27	20	45
Potri.001G083000.0	3	3	0	2	2
Potri.001G083100.0	489	610	312	195	397
Potri.001G083200.0	0	0	1	0	0
Potri.001G083300.0	0	6	7	6	7
Potri.001G083400.0	0	1	0	0	0
Potri.001G083500.0	11	5	3	3	5
Potri.001G083600.0	0	4	14	2	5
Potri.001G083700.0	0	0	3	1	1
Potri.001G083800.0	62	98	49	37	77
Potri.001G083900.0	6	15	0	3	1
Potri.001G084000.0	6	14	2	4	11
Potri.001G084100.0	0	0	0	0	1
Potri.001G084200.0	324	523	105	99	147
Potri.001G084300.0	218	267	172	105	226
Potri.001G084400.0	11	11	4	4	10
Potri.001G084500.0	24	25	18	14	31
Potri.001G084600.0	2	5	4	4	11
Potri.001G084700.0	130	234	144	97	230
Potri.001G084800.0	1	1	0	0	0
Potri.001G084900.0	5	3	4	0	7
Potri.001G085000.0	1	3	6	0	0
Potri.001G085100.0	3	8	8	0	0
Potri.001G085200.0	100	135	93	40	119
Potri.001G085300.0	0	0	0	0	0
Potri.001G085400.0	58	67	21	17	62
Potri.001G085500.0	110	178	104	75	132
Potri.001G085600.0	167	226	121	75	184
Potri.001G085700.0	2	3	1	0	6
Potri.001G085800.0	0	0	0	0	0
Potri.001G085900.0	1	1	1	0	1
Potri.001G086000.0	14	15	12	6	20
Potri.001G086100.0	136	175	120	79	158
Potri.001G086200.0	0	0	0	0	0
Potri.001G086300.0	108	127	81	60	116
Potri.001G086400.0	99	108	84	70	211
Potri.001G086500.0	0	0	0	0	0
Potri.001G086600.0	121	208	136	78	173
Potri.001G086700.0	0	0	1	0	0
Potri.001G086800.0	13	21	14	8	21
Potri.001G086900.0	0	0	0	0	0
Potri.001G087000.0	0	0	0	0	0
Potri.001G087100.0	14	19	9	8	25
Potri.001G087200.0	139	152	89	52	118
Potri.001G087300.0	325	436	221	137	306
Potri.001G087400.0	27	57	31	24	56
Potri.001G087500.0	1958	2550	1389	956	1559
Potri.001G087600.0	104	149	77	62	124
Potri.001G087700.0	43	45	20	20	51
Potri.001G087800.0	1456	1759	979	711	1307
Potri.001G087900.0	67	56	13	8	12
Potri.001G088000.0	174	245	163	125	234
Potri.001G088100.0	3	5	40	36	69
Potri.001G088200.0	281	317	231	123	317
Potri.001G088300.0	79	58	71	38	99
Potri.001G088400.0	138	169	102	47	141
Potri.001G088500.0	0	1	1	0	1
Potri.001G088600.0	238	392	228	140	397
Potri.001G088700.0	2	2	1	0	1
Potri.001G088800.0	552	571	1423	1005	2144
Potri.001G088900.0	0	1	1	1	0
Potri.001G089000.0	2	5	1	2	4
Potri.001G089100.0	150	221	109	61	133
Potri.001G089200.0	1	2	0	0	0
Potri.001G089300.0	57	43	25	16	27
Potri.001G089400.0	64	85	43	22	71
Potri.001G089500.0	3	11	4	2	13
Potri.001G089600.0	67	81	36	28	64
Potri.001G089700.0	10	14	6	3	12
Potri.001G089800.0	81	95	57	30	94
Potri.001G089900.0	140	190	119	73	190
Potri.001G090000.0	2	12	4	6	10
Potri.001G090100.0	4	5	2	3	8
Potri.001G090200.0	0	0	0	0	1
Potri.001G090300.0	184	255	61	69	143
Potri.001G090400.0	33	30	14	15	28
Potri.001G090500.0	115	163	95	71	119
Potri.001G090600.0	1275	1673	850	580	1227
Potri.001G090700.0	885	925	342	268	441
Potri.001G090800.0	19	17	6	3	12
Potri.001G090900.0	119	148	83	68	151
Potri.001G091000.0	59	40	15	20	49
Potri.001G091100.0	59	99	54	33	92
Potri.001G091200.0	4	7	3	1	2
Potri.001G091300.0	39	78	48	33	124
Potri.001G091400.0	0	0	0	0	0
Potri.001G091500.0	0	1	2	3	2
Potri.001G091600.0	25	35	20	11	40
Potri.001G091700.0	3	2	1	2	0
Potri.001G091800.0	72	87	39	36	89
Potri.001G091900.0	527	739	374	206	504
Potri.001G092000.0	67	82	49	38	98
Potri.001G092100.0	2	6	1	2	6
Potri.001G092200.0	9	12	3	8	7
Potri.001G092300.0	14	10	7	4	11
Potri.001G092400.0	0	2	0	0	0
Potri.001G092500.0	96	85	49	26	50
Potri.001G092600.0	166	159	81	83	149
Potri.001G092700.0	0	6	3	1	5
Potri.001G092800.0	12	13	8	5	15
Potri.001G092900.0	13	13	8	7	19
Potri.001G093000.0	7	15	0	5	6
Potri.001G093100.0	0	0	0	0	0
Potri.001G093200.0	0	0	1	0	1
Potri.001G093300.0	0	0	0	0	0
Potri.001G093400.0	0	0	0	0	0
Potri.001G093500.0	5	11	0	2	0
Potri.001G093600.0	366	515	311	213	411
Potri.001G093700.0	11	20	4	6	15
Potri.001G093800.0	83	81	121	83	168
Potri.001G093900.0	30	59	19	9	25
Potri.001G094000.0	0	0	0	0	0
Potri.001G094100.0	192	237	137	107	198
Potri.001G094200.0	0	1	5	0	5
Potri.001G094300.0	1	0	0	0	0
Potri.001G094400.0	94	127	75	51	90
Potri.001G094500.0	77	133	77	50	105
Potri.001G094600.0	44	50	38	28	60
Potri.001G094700.0	0	6	5	1	3
Potri.001G094800.0	0	0	1	0	1
Potri.001G094900.0	698	917	498	342	727
Potri.001G095000.0	0	2	2	1	3
Potri.001G095100.0	6	7	2	1	7
Potri.001G095200.0	31	22	14	11	14
Potri.001G095300.0	24	21	7	5	8
Potri.001G095400.0	0	0	0	0	0
Potri.001G095500.0	44	42	30	7	60
Potri.001G095600.0	0	3	0	0	0
Potri.001G095700.0	0	0	0	0	0
Potri.001G095800.0	570	450	284	218	406
Potri.001G095900.0	0	0	0	0	0
Potri.001G096000.0	3	1	0	1	2
Potri.001G096100.0	67	101	68	30	73
Potri.001G096200.0	9	12	9	4	14
Potri.001G096300.0	0	0	0	0	0
Potri.001G096400.0	90	168	81	49	146
Potri.001G096500.0	0	0	0	0	0
Potri.001G096600.0	1	0	11	7	8
Potri.001G096700.0	0	0	0	0	0
Potri.001G096800.0	12	10	86	59	61
Potri.001G096900.0	787	1223	1024	851	1400
Potri.001G097000.0	0	0	0	0	0
Potri.001G097100.0	0	0	0	0	0
Potri.001G097200.0	302	302	545	288	705
Potri.001G097300.0	0	0	0	0	1
Potri.001G097400.0	205	250	135	109	234
Potri.001G097500.0	87	98	76	50	105
Potri.001G097600.0	2	3	32	18	88
Potri.001G097700.0	588	721	437	301	702
Potri.001G097800.0	24	18	8	7	15
Potri.001G097900.0	0	1	2	1	0
Potri.001G098000.0	0	3	5	0	2
Potri.001G098100.0	0	0	0	0	0
Potri.001G098200.0	1	0	0	0	0
Potri.001G098300.0	16	20	3	7	23
Potri.001G098400.0	2	0	0	0	2
Potri.001G098500.0	122	189	130	83	197
Potri.001G098600.0	252	294	118	112	214
Potri.001G098700.0	59	62	63	31	91
Potri.001G098800.0	3	1	1	1	1
Potri.001G098900.0	0	0	0	1	0
Potri.001G099000.0	0	0	0	0	0
Potri.001G099100.0	2	0	1	0	2
Potri.001G099200.0	37	53	32	34	52
Potri.001G099300.0	2	10	6	6	9
Potri.001G099400.0	3	7	1	2	10
Potri.001G099500.0	0	0	0	0	0
Potri.001G099600.0	191	215	153	89	175
Potri.001G099700.0	39	63	15	12	28
Potri.001G099800.0	542	675	281	254	449
Potri.001G099900.0	42	63	29	17	49
Potri.001G100000.0	129	175	74	47	114
Potri.001G100100.0	445	431	342	382	857
Potri.001G100200.0	10	9	18	10	10
Potri.001G100300.0	17	42	20	11	31
Potri.001G100400.0	0	0	0	0	0
Potri.001G100500.0	1	0	0	0	0
Potri.001G100600.0	6	2	7	1	3
Potri.001G100700.0	87	126	76	46	104
Potri.001G100800.0	1	8	0	0	1
Potri.001G100900.0	6	14	8	8	7
Potri.001G101000.0	0	0	0	0	0
Potri.001G101100.0	152	184	79	44	101
Potri.001G101200.0	0	0	0	0	0
Potri.001G101300.0	269	375	192	141	285
Potri.001G101400.0	611	835	422	300	530
Potri.001G101500.0	0	0	0	0	0
Potri.001G101600.0	38	57	44	41	84
Potri.001G101700.0	110	93	45	52	108
Potri.001G101800.0	25	50	20	19	46
Potri.001G101900.0	72	73	30	39	89
Potri.001G102000.0	66	72	46	32	94
Potri.001G102100.0	276	318	225	155	427
Potri.001G102200.0	59	65	62	45	66
Potri.001G102300.0	37	30	19	7	22
Potri.001G102400.0	4	5	2	1	11
Potri.001G102500.0	4	6	2	3	4
Potri.001G102600.0	4	9	3	0	3
Potri.001G102700.0	0	0	0	0	0
Potri.001G102800.0	0	0	0	0	0
Potri.001G102900.0	148	257	159	73	189
Potri.001G103000.0	0	0	0	0	0
Potri.001G103100.0	96	136	89	41	98
Potri.001G103200.0	0	0	0	0	0
Potri.001G103300.0	13	9	7	2	10
Potri.001G103400.0	0	2	4	0	2
Potri.001G103500.0	0	0	0	0	0
Potri.001G103600.0	23	30	13	3	12
Potri.001G103700.0	4	2	2	0	4
Potri.001G103800.0	164	147	81	59	109
Potri.001G103900.0	0	0	0	0	0
Potri.001G104000.0	66	124	76	39	82
Potri.001G104100.0	0	0	0	0	0
Potri.001G104200.0	63	87	41	28	45
Potri.001G104300.0	74	97	65	28	88
Potri.001G104400.0	17	18	8	7	13
Potri.001G104500.0	96	83	28	13	47
Potri.001G104600.0	7403	7773	1470	1252	1889
Potri.001G104700.0	143	249	151	116	242
Potri.001G104800.0	6	6	2	3	5
Potri.001G104900.0	63	83	57	35	85
Potri.001G105000.0	0	0	0	0	0
Potri.001G105100.0	111	141	44	58	97
Potri.001G105200.0	61	66	37	32	82
Potri.001G105300.0	1	1	3	3	2
Potri.001G105400.0	0	1	0	0	1
Potri.001G105500.0	0	0	0	0	0
Potri.001G105600.0	381	413	79	129	207
Potri.001G105700.0	0	0	0	0	0
Potri.001G105800.0	31	53	38	20	74
Potri.001G105900.0	292	551	160	77	229
Potri.001G106000.0	51	41	19	15	38
Potri.001G106100.0	1315	1963	30	31	36
Potri.001G106200.0	6	6	0	2	1
Potri.001G106300.0	0	0	0	0	0
Potri.001G106400.0	0	0	0	0	0
Potri.001G106500.0	0	0	0	0	0
Potri.001G106600.0	62	65	20	8	29
Potri.001G106700.0	16	10	15	7	7
Potri.001G106800.0	0	0	0	0	0
Potri.001G106900.0	0	0	0	0	0
Potri.001G107000.0	1847	1891	702	585	1178
Potri.001G107100.0	0	0	0	0	0
Potri.001G107200.0	214	257	166	117	241
Potri.001G107300.0	22	33	14	14	25
Potri.001G107400.0	2	0	1	0	1
Potri.001G107500.0	246	245	148	97	180
Potri.001G107600.0	10	4	2	2	30
Potri.001G107700.0	0	0	0	0	0
Potri.001G107800.0	0	0	0	0	0
Potri.001G107900.0	0	0	3	0	1
Potri.001G108000.0	0	0	0	0	0
Potri.001G108100.0	164	225	174	123	222
Potri.001G108200.0	537	574	344	218	485
Potri.001G108300.0	0	0	2	1	3
Potri.001G108400.0	62	122	61	32	102
Potri.001G108500.0	0	2	0	1	1
Potri.001G108600.0	0	0	0	0	0
Potri.001G108700.0	71	117	59	38	76
Potri.001G108800.0	8	14	17	13	23
Potri.001G108900.0	0	0	0	0	0
Potri.001G109000.0	0	1	1	0	1
Potri.001G109100.0	0	0	1	0	0
Potri.001G109200.0	253	242	65	81	142
Potri.001G109300.0	1144	1016	40	341	376
Potri.001G109400.0	2	13	2	4	4
Potri.001G109500.0	219	256	157	94	203
Potri.001G109600.0	17	28	16	10	41
Potri.001G109700.0	1	2	5	1	1
Potri.001G109800.0	70	75	36	18	43
Potri.001G109900.0	0	0	0	0	0
Potri.001G110000.0	110	134	53	35	91
Potri.001G110100.0	620	680	405	254	516
Potri.001G110200.0	72	56	37	27	59
Potri.001G110300.0	13	25	8	1	6
Potri.001G110400.0	0	0	0	0	0
Potri.001G110500.0	1	0	0	0	0
Potri.001G110600.0	0	0	0	0	0
Potri.001G110700.0	1	0	0	0	0
Potri.001G110800.0	0	0	0	0	0
Potri.001G110900.0	0	1	0	0	2
Potri.001G111000.0	35	43	73	39	88
Potri.001G111100.0	50	74	37	23	45
Potri.001G111200.0	0	0	0	0	1
Potri.001G111300.0	56	93	49	37	77
Potri.001G111400.0	171	256	146	100	215
Potri.001G111500.0	1	0	6	0	0
Potri.001G111600.0	2	3	0	1	0
Potri.001G111700.0	115	232	255	168	374
Potri.001G111800.0	7	20	21	8	21
Potri.001G111900.0	0	0	0	0	0
Potri.001G112000.0	441	493	232	151	332
Potri.001G112100.0	10	17	7	6	6
Potri.001G112200.0	1629	2080	1106	1057	1944
Potri.001G112300.0	86	131	70	43	112
Potri.001G112400.0	22	38	13	16	43
Potri.001G112500.0	2	1	0	2	0
Potri.001G112600.0	97	111	34	18	50
Potri.001G112700.0	84	113	62	41	83
Potri.001G112800.0	28	30	15	20	25
Potri.001G112900.0	1	2	0	0	2
Potri.001G113000.0	0	0	3	3	1
Potri.001G113100.0	2	6	24	1	5
Potri.001G113200.0	35	30	8	18	22
Potri.001G113300.0	14	17	13	4	13
Potri.001G113400.0	0	0	0	0	0
Potri.001G113500.0	52	97	59	41	90
Potri.001G113600.0	80	89	55	42	73
Potri.001G113700.0	0	0	0	0	0
Potri.001G113800.0	102	94	59	50	121
Potri.001G113900.0	465	246	85	89	134
Potri.001G114000.0	0	0	1	0	1
Potri.001G114100.0	264	382	158	107	201
Potri.001G114200.0	0	0	0	0	0
Potri.001G114300.0	1	1	0	0	0
Potri.001G114400.0	12	20	8	5	17
Potri.001G114500.0	205	318	91	75	125
Potri.001G114600.0	178	266	156	126	254
Potri.001G114700.0	0	0	0	0	0
Potri.001G114800.0	8	3	3	1	7
Potri.001G114900.0	114	73	30	23	58
Potri.001G115000.0	166	185	137	85	183
Potri.001G115100.0	55	52	61	28	61
Potri.001G115200.0	0	0	0	0	0
Potri.001G115300.0	0	0	0	0	0
Potri.001G115400.0	7	5	9	1	15
Potri.001G115500.0	141	164	112	73	129
Potri.001G115600.0	288	378	226	214	371
Potri.001G115700.0	0	1	0	0	2
Potri.001G115800.0	98	104	68	46	75
Potri.001G115900.0	133	129	61	60	104
Potri.001G116000.0	75	132	75	38	107
Potri.001G116100.0	87	108	38	41	79
Potri.001G116200.0	0	3	0	0	0
Potri.001G116300.0	0	0	0	0	0
Potri.001G116400.0	0	1	0	0	0
Potri.001G116500.0	41	59	24	19	42
Potri.001G116600.0	56	98	28	20	51
Potri.001G116700.0	11	24	9	7	20
Potri.001G116800.0	42	49	28	21	43
Potri.001G116900.0	77	92	66	47	88
Potri.001G117000.0	16	8	6	11	8
Potri.001G117100.0	0	0	0	0	0
Potri.001G117200.0	71	69	57	33	80
Potri.001G117300.0	0	0	1	0	0
Potri.001G117400.0	381	490	333	228	499
Potri.001G117500.0	12	10	6	9	19
Potri.001G117600.0	0	0	0	0	0
Potri.001G117700.0	50	57	26	13	52
Potri.001G117800.0	24	20	13	12	21
Potri.001G117900.0	866	887	539	442	790
Potri.001G118000.0	125	154	94	69	124
Potri.001G118100.0	161	136	86	86	143
Potri.001G118200.0	32	58	71	46	89
Potri.001G118300.0	438	587	294	164	429
Potri.001G118400.0	32	40	10	1	5
Potri.001G118500.0	483	942	397	249	581
Potri.001G118600.0	11	6	9	3	9
Potri.001G118700.0	100	98	50	55	90
Potri.001G118800.0	448	648	441	328	703
Potri.001G118900.0	188	161	117	94	185
Potri.001G119000.0	30	32	63	37	78
Potri.001G119100.0	11	16	13	11	23
Potri.001G119200.0	0	0	0	0	0
Potri.001G119300.0	0	0	0	0	0
Potri.001G119400.0	0	0	0	0	0
Potri.001G119500.0	311	344	154	108	206
Potri.001G119600.0	0	0	0	0	0
Potri.001G119700.0	67	85	46	21	48
Potri.001G119800.0	498	783	314	228	601
Potri.001G119900.0	0	1	0	0	1
Potri.001G120000.0	7	12	13	5	6
Potri.001G120100.0	0	0	0	0	0
Potri.001G120200.0	2	7	13	10	25
Potri.001G120300.0	307	404	276	189	353
Potri.001G120400.0	312	363	250	173	294
Potri.001G120500.0	1	1	3	3	6
Potri.001G120600.0	0	0	0	0	0
Potri.001G120700.0	2	5	3	3	5
Potri.001G120800.0	48	63	42	27	47
Potri.001G120900.0	257	365	210	140	292
Potri.001G121000.0	15	14	7	9	24
Potri.001G121100.0	31	43	27	18	46
Potri.001G121200.0	62	57	44	19	67
Potri.001G121300.0	45	71	17	14	15
Potri.001G121400.0	263	320	205	248	363
Potri.001G121500.0	0	0	0	0	0
Potri.001G121600.0	141	200	100	79	154
Potri.001G121700.0	377	647	231	193	340
Potri.001G121800.0	0	0	0	0	0
Potri.001G121900.0	12	10	4	0	1
Potri.001G122000.0	0	0	0	0	0
Potri.001G122100.0	0	0	0	0	0
Potri.001G122200.0	375	480	245	171	379
Potri.001G122300.0	4	16	10	6	10
Potri.001G122400.0	139	215	71	60	112
Potri.001G122500.0	0	0	0	1	0
Potri.001G122600.0	0	0	0	0	0
Potri.001G122700.0	58	76	35	24	54
Potri.001G122800.0	52	71	38	34	82
Potri.001G122900.0	0	0	0	0	0
Potri.001G123000.0	44	45	15	15	30
Potri.001G123100.0	8	5	10	1	14
Potri.001G123200.0	82	70	44	38	74
Potri.001G123300.0	0	0	0	0	0
Potri.001G123400.0	135	255	238	87	236
Potri.001G123500.0	1027	1420	880	559	1334
Potri.001G123600.0	73	76	43	30	55
Potri.001G123700.0	47	46	24	21	45
Potri.001G123800.0	122	156	107	40	145
Potri.001G123900.0	0	0	0	0	0
Potri.001G124000.0	311	431	255	172	390
Potri.001G124100.0	57	71	31	28	51
Potri.001G124200.0	70	46	30	13	38
Potri.001G124300.0	146	126	69	57	133
Potri.001G124400.0	0	1	0	0	0
Potri.001G124500.0	415	579	339	192	361
Potri.001G124600.0	0	0	0	0	0
Potri.001G124700.0	0	0	0	1	0
Potri.001G124800.0	0	0	0	0	0
Potri.001G124900.0	9	8	13	11	21
Potri.001G125000.0	37	51	13	13	28
Potri.001G125100.0	0	0	0	0	0
Potri.001G125200.0	82	69	41	30	56
Potri.001G125300.0	0	0	0	0	0
Potri.001G125400.0	0	0	0	0	0
Potri.001G125500.0	0	0	0	0	0
Potri.001G125600.0	0	0	0	0	0
Potri.001G125700.0	99	129	80	48	129
Potri.001G125800.0	13	11	13	12	21
Potri.001G125900.0	0	0	0	0	0
Potri.001G126000.0	0	0	1	0	1
Potri.001G126100.0	1232	1663	683	495	966
Potri.001G126200.0	68	88	71	34	89
Potri.001G126300.0	24	25	27	7	21
Potri.001G126400.0	216	352	248	134	294
Potri.001G126500.0	20	26	26	16	18
Potri.001G126600.0	0	0	0	0	0
Potri.001G126700.0	34	58	30	13	48
Potri.001G126800.0	0	0	0	0	0
Potri.001G126900.0	0	0	0	0	0
Potri.001G127000.0	86	121	44	43	78
Potri.001G127100.0	766	976	565	369	778
Potri.001G127200.0	3	4	2	0	2
Potri.001G127300.0	165	186	102	75	140
Potri.001G127400.0	0	0	0	0	0
Potri.001G127500.0	0	0	0	0	0
Potri.001G127600.0	0	0	0	0	0
Potri.001G127700.0	5	9	0	0	1
Potri.001G127800.0	0	0	0	0	0
Potri.001G127900.0	1	0	0	0	0
Potri.001G128000.0	0	0	0	0	0
Potri.001G128100.0	153	143	28	31	67
Potri.001G128200.0	107	102	27	31	51
Potri.001G128300.0	0	0	0	0	0
Potri.001G128400.0	0	0	0	0	0
Potri.001G128500.0	0	0	0	0	0
Potri.001G128600.0	19	12	6	4	11
Potri.001G128700.0	60	74	51	34	70
Potri.001G128800.0	58	78	48	24	62
Potri.001G128900.0	0	0	0	0	0
Potri.001G129000.0	157	247	111	103	194
Potri.001G129100.0	257	242	153	108	231
Potri.001G129200.0	0	0	0	0	0
Potri.001G129300.0	0	0	0	0	0
Potri.001G129400.0	2	1	0	0	0
Potri.001G129500.0	232	235	82	95	138
Potri.001G129600.0	179	226	130	63	200
Potri.001G129700.0	36	43	15	13	27
Potri.001G129800.0	132	142	118	84	197
Potri.001G129900.0	42	41	22	10	30
Potri.001G130000.0	1	1	1	1	2
Potri.001G130100.0	19	26	11	8	21
Potri.001G130200.0	389	550	255	249	414
Potri.001G130300.0	0	0	0	0	0
Potri.001G130400.0	22	33	10	14	27
Potri.001G130500.0	51	57	47	32	73
Potri.001G130600.0	0	0	0	1	0
Potri.001G130700.0	1	0	0	0	0
Potri.001G130800.0	26	33	16	5	20
Potri.001G130900.0	52	57	32	26	65
Potri.001G131000.0	420	371	240	192	362
Potri.001G131100.0	0	0	0	0	0
Potri.001G131200.0	0	0	0	0	0
Potri.001G131300.0	21	36	23	11	24
Potri.001G131400.0	688	1029	586	327	721
Potri.001G131500.0	27	33	16	7	39
Potri.001G131600.0	0	0	0	0	0
Potri.001G131700.0	0	0	0	0	0
Potri.001G131800.0	0	1	2	0	0
Potri.001G131900.0	0	0	0	0	0
